tokens,slots,intent
BOS show me all flights from pittsburgh to atlanta which leave after 5 o'clock pm tomorrow EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time B-depart_date.today_relative O,no_msg
BOS show me all flights from atlanta to san francisco which leave atlanta after 5 o'clock pm tomorrow EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-fromloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time B-depart_date.today_relative O,no_msg
BOS i need a flight from new york city to montreal tomorrow EOS,O O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-depart_date.today_relative O,no_msg
BOS show me all flights from pittsburgh which leave tomorrow and arrive in boston EOS,O O O O O O B-fromloc.city_name O O B-depart_date.today_relative O O O B-toloc.city_name O,no_msg
BOS give me the earliest flight tomorrow on northwest airlines from st. petersburg to milwaukee EOS,O O O O B-flight_mod O B-depart_date.today_relative O B-airline_name I-airline_name O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O,no_msg
BOS i need a flight tomorrow from atlanta to baltimore EOS,O O O O O B-depart_date.today_relative O B-fromloc.city_name O B-toloc.city_name O,no_msg
BOS can i get a flight today from san francisco to detroit michigan EOS,O O O O O O B-depart_date.today_relative O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-toloc.state_name O,no_msg
BOS please find the flights from columbus to houston with a layover in nashville tomorrow EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name B-depart_date.today_relative O,no_msg
BOS show me all flights from pittsburgh to baltimore tomorrow EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.today_relative O,no_msg
BOS i need a flight from baltimore to dallas tomorrow morning EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.today_relative B-depart_time.period_of_day O,no_msg
BOS what is the latest flight from milwaukee to seattle tomorrow EOS,O O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name B-depart_date.today_relative O,no_msg
BOS what flights from burbank to milwaukee leave burbank tomorrow EOS,O O O O B-fromloc.city_name O B-toloc.city_name O B-fromloc.city_name B-depart_date.today_relative O,no_msg
BOS please give me the earliest flight tomorrow from st. petersburg to milwaukee EOS,O O O O O B-flight_mod O B-depart_date.today_relative O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O,no_msg
BOS what are the flights from tacoma to miami that leave after 6 pm tomorrow EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.time_relative B-depart_time.time I-depart_time.time B-depart_date.today_relative O,no_msg
BOS what's the cheapest flight from san francisco to detroit today EOS,O O O B-cost_relative O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-depart_date.today_relative O,no_msg
BOS give me the latest flight tomorrow on united airlines from milwaukee to tacoma EOS,O O O O B-flight_mod O B-depart_date.today_relative O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name O,no_msg
BOS show me all flights from boston to atlanta which leave atlanta after noon tomorrow EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-fromloc.city_name B-depart_time.time_relative B-depart_time.time B-depart_date.today_relative O,no_msg
BOS what flights do you have today from san francisco to pittsburgh EOS,O O O O O O B-depart_date.today_relative O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O,no_msg
BOS i'd like an early flight tomorrow from columbus to nashville EOS,O O O O B-flight_mod O B-depart_date.today_relative O B-fromloc.city_name O B-toloc.city_name O,no_msg
BOS i'd like a flight tomorrow from kansas city to newark in the morning EOS,O O O O O B-depart_date.today_relative O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_of_day O,no_msg
BOS i'd like to fly from minneapolis to long beach two days from today in the early morning EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_date.date_relative O O B-depart_date.today_relative O O B-depart_time.period_of_day B-depart_time.period_of_day O,no_msg
BOS what do you have tomorrow after 5 o'clock from atlanta to san francisco EOS,O O O O O B-depart_date.today_relative B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,no_msg
BOS what is the earliest flight from tampa to milwaukee tomorrow EOS,O O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name B-depart_date.today_relative O,no_msg
BOS is there a flight from nashville to houston in the evening tomorrow EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_of_day B-depart_date.today_relative O,no_msg
BOS give me the latest northwest airlines flight from milwaukee to tacoma tomorrow EOS,O O O O B-flight_mod B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name B-depart_date.today_relative O,no_msg
BOS show me the flights from dulles to san francisco leaving after 6 pm EOS,O O O O O O B-fromloc.airport_name O B-toloc.city_name I-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time O,no_msg
BOS list all nonstop flights on tuesday before noon from charlotte to baltimore EOS,O O O B-flight_stop O O B-arrive_date.day_name B-arrive_time.time_relative B-arrive_time.time O B-fromloc.city_name O B-toloc.city_name O,no_msg
BOS show me all flights from boston to denver which arrive in denver wednesday before 6 EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-toloc.city_name B-arrive_date.day_name B-arrive_time.time_relative B-arrive_time.time O,no_msg
BOS flights between boston and philadelphia that arrive after 2 o'clock and before 5 o'clock on tuesday EOS,O O O B-fromloc.city_name O B-toloc.city_name O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O B-arrive_date.day_name O,no_msg
BOS list all nonstop flights from newark to tampa leaving on friday EOS,O O O B-flight_stop O O B-fromloc.city_name O B-toloc.city_name O O B-arrive_date.day_name O,no_msg
BOS which flights are leaving atlanta and arriving in st. louis close to 230 pm on tuesday EOS,O O O O O B-fromloc.city_name O O O B-toloc.city_name I-toloc.city_name B-arrive_time.time_relative O B-arrive_time.time I-arrive_time.time O B-arrive_date.day_name O,no_msg
BOS give me all flights from new york city to las vegas that arrive on a sunday EOS,O O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O B-arrive_date.day_name O,no_msg
BOS list all nonstop flights from los angeles to pittsburgh which arrive before 5 pm on tuesday EOS,O O O B-flight_stop O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O B-arrive_date.day_name O,no_msg
BOS list all nonstop flights on wednesday from baltimore to newark before noon EOS,O O O B-flight_stop O O B-arrive_date.day_name O B-fromloc.city_name O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time O,no_msg
BOS i need flight information leaving atlanta and arriving in baltimore for monday EOS,O O O O O O B-fromloc.city_name O O O B-toloc.city_name O B-arrive_date.day_name O,no_msg
BOS what flights from kansas city to atlanta arriving before 10 am on monday EOS,O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O B-arrive_date.day_name O,no_msg
BOS give me the cheapest one way flights between boston and philadelphia which arrive after noon on a tuesday EOS,O O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O O B-arrive_time.time_relative B-arrive_time.time O O B-arrive_date.day_name O,no_msg
BOS list nonstop flights on sunday from new york to las vegas and list nonstop flights on sunday from memphis to las vegas EOS,O O B-flight_stop O O B-arrive_date.day_name O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-flight_stop O O B-arrive_date.day_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,no_msg
BOS i want to leave philadelphia and arrive in atlanta on a thursday EOS,O O O O O B-fromloc.city_name O O O B-toloc.city_name O O B-arrive_date.day_name O,no_msg
BOS show me all flights from pittsburgh to philadelphia which arrive before 8 o'clock am on wednesday EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time O B-arrive_date.day_name O,no_msg
BOS what delta flights from cincinnati to new york city arrive at new york city before 6 pm on saturday EOS,O O B-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O O B-toloc.city_name I-toloc.city_name I-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O B-arrive_date.day_name O,no_msg
BOS give me all nonstops from new york city to las vegas that arrive on a sunday EOS,O O O O B-flight_stop O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O B-arrive_date.day_name O,no_msg
BOS are there any nonstop flights from san francisco to boston on thursdays EOS,O O O O B-flight_stop O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-arrive_date.day_name O,no_msg
BOS list flights leaving denver and arriving in orlando on saturday departing after 12 pm EOS,O O O O B-fromloc.city_name O O O B-toloc.city_name O B-arrive_date.day_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time O,no_msg
BOS list all flights on continental leaving denver and arriving at chicago on monday before noon EOS,O O O O O B-airline_name O B-fromloc.city_name O O O B-toloc.city_name O B-arrive_date.day_name B-arrive_time.time_relative B-arrive_time.time O,no_msg
BOS i want a flight from los angeles to pittsburgh that arrives before 3 pm on tuesday EOS,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O B-arrive_date.day_name O,no_msg
BOS i would like information on flights from pittsburgh to baltimore arriving in baltimore before 10 am on thursday EOS,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O B-arrive_date.day_name O,no_msg
BOS the cheapest flights from atlanta to philadelphia that arrive after 12 pm on a tuesday EOS,O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O O B-arrive_date.day_name O,no_msg
BOS what're the flights from memphis to las vegas that arrive on a sunday EOS,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O B-arrive_date.day_name O,no_msg
BOS what flights depart from baltimore and arrive at san francisco on a friday EOS,O O O O O B-fromloc.city_name O O O B-toloc.city_name I-toloc.city_name O O B-arrive_date.day_name O,no_msg
BOS give me all nonstops from new york to vegas that arrive on a sunday EOS,O O O O B-flight_stop O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O O B-arrive_date.day_name O,no_msg
BOS what flights depart baltimore and arrive by 8 pm friday in san francisco EOS,O O O O B-fromloc.city_name O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time B-arrive_date.day_name O B-toloc.city_name I-toloc.city_name O,no_msg
BOS list all flights leaving denver arriving in seattle on saturday that depart after 1230 pm EOS,O O O O O B-fromloc.city_name O O B-toloc.city_name O B-arrive_date.day_name O O B-depart_time.time_relative B-depart_time.time I-depart_time.time O,no_msg
BOS list all nonstop flights from la to pittsburgh before 5 pm on tuesday EOS,O O O B-flight_stop O O B-fromloc.city_name O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O B-arrive_date.day_name O,no_msg
BOS list all nonstop flights from los angeles to pittsburgh before 5 pm on tuesday EOS,O O O B-flight_stop O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O B-arrive_date.day_name O,no_msg
BOS list all american airlines flights from phoenix to milwaukee which arrive on wednesday after 4 pm EOS,O O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name O O O B-arrive_date.day_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O,no_msg
BOS show me all flights from boston to denver which arrive in denver wednesday before noon EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-toloc.city_name B-arrive_date.day_name B-arrive_time.time_relative B-arrive_time.time O,no_msg
BOS what're the flights from new york city to las vegas that arrive on a sunday EOS,O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O B-arrive_date.day_name O,no_msg
